E2R Guidelines,Elements to be identified,Value,Details,Comments,Tool used,Comment,Time Spent,Group,Web,E2R_Category
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""are not simply"", ""no longer the safest"", ""not necessarily catastrophic""",Negative sentences are cognitively harder to process. State facts in a positive way99.,Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"""shaping"", ""processing"", ""specialised"", ""coordinating"", ""experimenting""",Gerunds (-ing words) complicate the verb structure. Use simple present or past tense1010.,Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,Dense paragraph blocks,Each new sentence must start on its own line to improve scannability1111.,Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""CUDA"", ""AlmondYue"", ""Ayúdenos a seguir publicando""","Remove Spanish text (""Ayúdenos..."") and avoid technical Latin or Greek roots where possible1212.",Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""chips"", ""hardware"", ""processors"", ""accelerators"", ""infrastructure""","Using multiple words for ""chips"" is confusing. Stick to one consistent term1313.",Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""originally"", ""quietly"", ""directly"", ""necessarily"", ""remarkably""",Adverbs should be removed to make the text more direct and easier to read1414.,Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""most"", ""largest"", ""safest"", ""highest"", ""unmatched""","Superlatives add subjective complexity. Use simple, factual descriptions instead1515.",Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""...pricing, availability and long-term strategy.""",This list should be presented as bullet points rather than a comma-separated string1616.,Gemini,,10.0,22,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"Apostrophes, quotation marks, question mark, Spanish punctuation “¿”",Special characters and mixed punctuation increase visual and cognitive load for E2R readers.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"“(GPUs)”, “(TPUs)”, “(improvement)”, “(a computing platform…)”",Parentheses interrupt reading flow; E2R recommends separate explanatory sentences.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"“AI”, “US”, “GPUs”, “TPUs”, “CUDA”, “Meta”, “Nvidia”",Many acronyms and proper names are not explained clearly and may confuse readers.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,—,This aspect complies with E2R guidelines.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,—,The absence of semicolons aligns with E2R recommendations.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"“multi-billion dollar”, large-scale, high-end",Large and vague numerical expressions are abstract and should be simplified or written clearly.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"“are becoming”, “will be defined”, “is becoming harder to justify”",Passive constructions make it harder to identify who performs the action.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"“not necessarily catastrophic”, “not only from”, “may not be feasible”",Negative forms increase processing effort and are discouraged in E2R texts.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"“training”, “processing”, “relying”, “building”, “moving”",Gerund forms add grammatical complexity and reduce clarity for E2R readers.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,Long paragraphs with multiple sentences,E2R requires one sentence per line to support readability.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"Spanish sentences, technical English terms",Mixed languages and specialised terms reduce accessibility and require simplification.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"“chips”, “hardware”, “accelerators”, “systems”",Inconsistent terminology may confuse readers; E2R recommends using the same word consistently.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"“quietly”, “rapidly”, “necessarily”, “increasingly”",Adverbs increase abstraction and should be removed to keep sentences direct.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"“almost every”, “one of the largest”, “world-class”, “unmatched”",Superlatives add subjective emphasis and reduce E2R clarity.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,Long sequences of ideas joined by commas,Lists should use bullet points to improve scanning and comprehension.,ChatGPT,,0.0,22,,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"Dash (""–"") used in ""trips – and""; ""Nasa’s"" smart apostrophe.",Replace long dashes with full stops to simplify sentence structure.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"""(galactic cosmic rays)"", ""(artificially made...)"", ""(such as mice)""",Brackets interrupt the flow; definitions should be separate sentences without brackets.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"""NASA"", ""DNA"", ""US"", ""CDDO-EA""",Acronyms are abstract; they should be avoided or explained clearly in simple terms.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,None found,The text is compliant with this specific rule.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,"""beyond: cosmic rays"" (colon used); ""straightforward: measure""",Colons and semicolons should be replaced with full stops to keep sentences short.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"""2030s"", ""four"", ""two"", ""ten year""","Use simple words like ""many"" or ""a long time"" instead of specific decades or large numbers.",Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"""is planned"", ""are expected"", ""are produced"", ""can be kept""","Use active voice to show who is performing the action (e.g., ""NASA plans a trip"").",Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"""don’t discriminate"", ""aren’t fully realistic"", ""won’t be enough""",Rephrase negative statements into positive ones to make them easier to process.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"""planning"", ""dreaming"", ""standing"", ""consisting"", ""exploding""","The text uses many ""-ing"" words, which complicates the grammar.",Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,Multi-sentence paragraphs,The layout uses dense blocks; E2R requires starting every sentence on a new line.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"""Nuestros artículos son accesibles...""",The Spanish advertisement snippet violates the single-language rule for the target audience.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"""astronauts"", ""travellers"", ""organisms"", ""creatures"", ""water bears""",Using different names for the same thing is confusing; pick one term and stick to it.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"""finally"", ""routinely"", ""directly"", ""fully"", ""extremely""",Remove adverbs to keep sentences direct and simple.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"""most exciting"", ""highest"", ""best"", ""closer""",Superlatives add unnecessary complexity; use literal descriptions instead.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"""protons, helium nuclei, heavy ions and electrons""",Comma-separated lists should be converted into bullet points for scannability.,Gemini,,10.0,22,https://theconversation.com/before-trips-to-mars-we-need-better-protection-from-cosmic-rays-268934,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"Apostrophes, quotation marks, dash “–”, colon “:”",Special characters and punctuation increase visual complexity for Easy-to-Read readers.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"“(galactic cosmic rays)”, “(solar particle events)”, “(such as mice)”, “(artificially made organ-like structures)”",Parentheses interrupt reading flow; E2R recommends separate explanatory sentences.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"“Nasa”, “US”, “DNA”",Acronyms and scientific terms are not always explained in simple language.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,—,This aspect complies with E2R guidelines.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,—,The absence of semicolons aligns with E2R recommendations.,ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"“2030s”, “next year”, “the following year”","Dates and time references are abstract and should be written in clearer, simpler terms.",ChatGPT,,0.0,22,,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the tool,"“are expected to explore”, “are planned to be used”, “are not fully understood”",Passive constructions make it harder to identify who performs the action.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the tool,"“won’t be enough”, “aren’t fully realistic”, “can’t hibernate”",Negative constructions increase cognitive load and should be avoided in E2R texts.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"“dreaming”, “planning”, “using”, “learning”, “understanding”, “harnessing”",Gerund forms increase grammatical complexity and reduce accessibility.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Identified by the tool,Long paragraphs with multiple sentences,E2R requires one sentence per line to support readability.,ChatGPT,,0.0,22,,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"Spanish sentences, Latin-derived scientific terms",Mixed languages and specialised terminology reduce accessibility.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"“cosmic rays”, “radiation”, “particles”, “high-energy particles”",Using multiple terms for the same concept may confuse Easy-to-Read users.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"“routinely”, “particularly”, “directly”, “probably”",Adverbs add abstraction and should be removed to keep sentences direct.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the tool,"“most exciting”, “ultimate goal”, “extremely radioresistant”",Superlatives and emphatic language reduce clarity in E2R texts.,ChatGPT,,0.0,22,,Vocabulary
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,"""Las amenazas podrían representar un riesgo potencial para las aeronaves en todas las altitudes, incluyendo durante el sobrevuelo, las fases de llegada y salida de los vuelos, y/o para los aeropuertos y aeronaves en tierra""","There were not special characters as uncommon as the mentioned ones in the article, but as reflected in the example, it was not extempt of them.",ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,"Este despliegue, que incluye al portaviones Gerald Ford (el más grande del mundo)",,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,- FAA,,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Identified by the tool,,There were no etc. or suspension points on the article and it was properly identified by the tool.,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,,There were no semocolons on the article and it was properly identified by the tool.,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the evaluator (in a manual way),,"Missidentified by the tool, as it identified the following examples as 'big numbers': 'cinco vuelos a la semana', 'decenas de personas' and it had to be verified manually.",ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the evaluator (in a manual way),,"The tool missidentified several examples where the pasive voice is used (none of those are structured as passive): 
- se produce tras varios meses
- han sido catalogados
- no están haciendo esfuerzos

No passive voice is present in the article.",ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the evaluator (in a manual way),,"The tool missidentified several examples where the nagation is used (as the article does not contain double negations): 
- no habían anunciado cambios
- no ha dejado hasta ahora claras sus intenciones
- no están haciendo esfuerzos",ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
E2R Guidelines about Grammar,Gerund forms,Identified by the tool,"- dejando así abiertas las posibilidades
- ocasionando la muerte de decenas de personas",,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Partially identified by the tool,"I.e: Este despliegue, que incluye al portaviones Gerald Ford (el más grande del mundo), tiene como objetivo oficial luchar contra el narcotráfico, pero ha avivado las tensiones con el gobierno del presidente Nicolás Maduro, quien ha denunciado que se trata de un intento de agresión en su contra.","The tool states that the article contains long paragraphs with several ideas within, but no examples are provided.",ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the evaluator (in a manual way),,"The tool missidentified foreign words such as:
- Reuters (which is the name of a news agency).
- narcoterroristas (The RAE accepts narcoterroristas as a native word and not an anglicism)

No foreign words were present in the article.",ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,"The tool identifies the use of synonyms and similar words across the text that refer to the same concept:
-cancelación / suspensión
- despliegue / operación",,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the tool,"Several cases of advents ended in '-mente' were detected: 
- temporalmente
- potencialmente
- regularmente
- inicialmente",,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Unknown,"A case where superlative was used was detected by the tool: 
- Este despliegue, que incluye al portaviones Gerald Ford (el más grande del mundo)",,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the tool,"A case where several elements are listed was detected: destructores, submarinos, barcos anfibios, cazas F-35, helicópteros, aviones espía y miles de soldados",,ChatGPT,,30.0,23,https://www.bbc.com/mundo/articles/c4g6qqy9jl9o,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the tool,,There were no special characters on the article and it was properly identified by the tool.,ChatGPT,,30.0,23,,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the tool,,There were no parenthesis and square brackets on the article and it was properly identified by the tool.,ChatGPT,,30.0,23,,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the tool,"Some acronyms with no explanation were present and was identified by the tool:
- TVE
- CSDMM
- UPM",,ChatGPT,,30.0,23,,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Unknown,"Some cases where the identified suspension points were used but were mainly used because it was a quote from the interviewed person:
- “Youtube…”
- “porque quiero ser yo qué sé, o porque se cobra mucho....”",,ChatGPT,,30.0,23,,Spelling
E2R Guidelines about Spelling,Semicolon,Identified by the tool,,There were no semicolon on the article and it was properly identified by the tool.,ChatGPT,,30.0,23,,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the evaluator (in a manual way),No big numbers or percentages were identified manually.,"The tool missidentified dates in this article as an issue related to this:
- “cuatro años” is written in words
- Date: 19.11.2025",ChatGPT,,30.0,23,,Spelling
E2R Guidelines about Grammar,Passive language/voice,Identified by the evaluator (in a manual way),,"The tool missidentified several examples where the pasive voice is used (none of those are structured as passive): 
- “La historia de Ana Luque se puede definir…”
- “cuando se alzó con el primer premio”

No passive voice is present in the article.",ChatGPT,,30.0,23,,Grammar
E2R Guidelines about Grammar,Negative sentences,Identified by the evaluator (in a manual way),,"The tool missidentified several examples where the nagation is used (as the article does not contain double negations): 
- “no es sencillo”
- “no duda”
- “no lo sabía resolver”
- “no quiso dejar de lado”",ChatGPT,,30.0,23,,Grammar
E2R Guidelines about Grammar,Gerund forms,Unknown,,"The tool identified the following uses of gerunds but as it is quoting the interviewer might not be avoidable: 
- “combinando moda y tecnología” (in this case, it is actually not present in the text)
- “acabó ganándolo”
- “dedicándote a otra”",ChatGPT,,30.0,23,,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Partially identified by the tool,"The tool identified the long and complex paragraphs, but did not provided any example.",,ChatGPT,,30.0,23,,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"The following foreign words were detected by the tool: 
-“online”
-“podcast”
-“play”",,ChatGPT,,30.0,23,,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Identified by the tool,,"The tool missidentified synonyms words like the following:
- “pasión”
- “experiencia”
- “carrera”

This last two words mean similar concepts but in this case they both appear several times in the text with their respective meanings.",ChatGPT,,30.0,23,,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Identified by the evaluator (in a manual way),"Adverbs ended in -mente had to be detected manually as the tool did not detected them.
- realmente",,ChatGPT,,30.0,23,,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Identified by the evaluator (in a manual way),,"The tool missidentified superlatives as they are used as the UNE suggests (using 'muy before the adjective):
- “el más valioso”
- “los más innovadores”
- “muy grande”
- “muy guay”
- “muy chula”",ChatGPT,,30.0,23,,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Identified by the evaluator (in a manual way),,"The tool missidentified listing things like the following:
“pasión, tenacidad y sobre todo constancia”
“científico o más tecnológico y el más creativo o artístico”

There are no list of things separeted by commas in the article.",ChatGPT,,30.0,23,,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Partially identified by the tool,"The text avoids obscure characters like § or #. However, it uses hyphens (-) and dashes extensively, which can complicate reading.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Not identified by the tool,The text frequently uses parentheses to enclose acronyms or explanations,,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Not identified by the tool,"The text relies heavily on acronyms. Although they are defined upon first use, E2R guidelines recommend avoiding them entirely or using the full words to prevent memory load.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Identified by the tool,,,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Spelling
E2R Guidelines about Spelling,Semicolon,Not identified by the tool,,,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Partially identified by the tool,"Specific percentages are not prominent in the narrative text, but ""big concepts"" and large scales are mentioned.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Spelling
E2R Guidelines about Grammar,Passive language/voice,Not identified by the tool,"The text frequently uses passive constructions, where the subject receives the action rather than doing it.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Grammar
E2R Guidelines about Grammar,Negative sentences,Not identified by the tool,There are instances of negative phrasing which is harder to process than positive phrasing.,,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Grammar
E2R Guidelines about Grammar,Gerund forms,Not identified by the tool,"The text is saturated with gerunds, which are abstract and difficult in E2R.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Grammar
E2R Guidelines about Grammar,Start a new sentence on a new line,Not identified by the tool,"The text uses standard paragraph formatting with multiple sentences per paragraph, rather than the E2R standard of one sentence per line to separate ideas visually.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Grammar
E2R Guidelines about Vocabulary,Words from other languages (unless they are very well known),Identified by the tool,"The text uses English, though ""Gemini"" (Latin origin) is a proper noun/name. It avoids foreign idioms",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Vocabulary,Use of synonyms instead of the same word across the text,Not identified by the tool,"The text varies its vocabulary for stylistic reasons, which confuses E2R readers who prefer consistency.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Vocabulary,Adverbs ending in '-ly',Not identified by the tool,"The text uses many descriptive adverbs, which adds unnecessary complexity.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Vocabulary,Superlatives,Not identified by the tool,It uses comparative and superlative forms that require cognitive comparison.,,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Vocabulary
E2R Guidelines about Composition of Text,List things using commas instead of bullet points,Not identified by the tool,"The text groups complex items in sentences using commas, making them harder to distinguish.",,Gemini,,20.0,23,https://theconversation.com/google-is-relying-on-its-own-chips-for-its-ai-system-gemini-heres-why-thats-a-seismic-change-for-the-industry-270818,Composition
E2R Guidelines about Spelling,"Special characters like \, &, <, § or #",Identified by the evaluator (in a manual way),"Uses $ and £ symbols: ""$1.3 million (approximately £1 million)""",E2R spelling rules forbid special characters. The article uses currency symbols throughout which create barriers for readers with cognitive disabilities who may not understand financial notation.,Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Spelling
E2R Guidelines about Spelling,Parenthesis and square brackets,Identified by the evaluator (in a manual way),"Frequent parenthesis: ""(approximately £1 million)"", ""(NAFUM)"", ""(today's Samuel Alexander Building)""",E2R requires direct information without parenthetical asides. This article has 10+ instances of parentheses that interrupt the reading flow and add complexity that E2R audiences struggle with.,Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Spelling
E2R Guidelines about Spelling,"Abbreviations, acronyms, and initials",Identified by the evaluator (in a manual way),Acronym NAFUM used repeatedly after first explanation; BA mentioned,"E2R guidelines state abbreviations must be explained each time they appear. NAFUM appears 5 times after initial explanation, forcing readers to remember what it means - a cognitive burden.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Spelling
E2R Guidelines about Spelling,etc.' and suspension points,Not identified by the tool,"No ""etc."" or ""..."" found in article text","Good adherence to E2R spelling. The article provides complete information without using ""etc."" which would leave readers uncertain about what was omitted.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Spelling
E2R Guidelines about Spelling,Semicolon,Partially identified by the tool,"Uses semicolons: ""many diseases; what we're treating is...""","E2R forbids semicolons as they create complex sentence structures. This article uses them to join clauses: ""Cancer isn't just one disease; it is many diseases"" - should be two separate sentences.",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Spelling
E2R Guidelines about Spelling,Percentages and big numbers,Identified by the tool,"Large numbers: ""$1.3 million"", years ""1940"", ""1961"", ages ""40"", ""19""","E2R requires numbers to be simple and clear. ""$1.3 million"" is complex - better as ""1 million 300 thousand dollars"". Years like ""1940"" and ""1961"" could confuse readers; ""nineteen forty"" is clearer. I am not sure of this suggestion as the context of years in a worded format would not be easily understandablye",Claude,All comments are baed on the LLM's feedback,40.0,24,https://www.manchester.ac.uk/about/magazine/features/life-impact-sear-family/,Spelling
